"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"MLT","GDP","TOT","USD_CAP","A","2011",28612.151617,
"MLT","GDP","TOT","USD_CAP","A","2012",29421.810705,
"MLT","GDP","TOT","USD_CAP","A","2013",31061.010577,
"MLT","GDP","TOT","USD_CAP","A","2014",33153.573325,
"MLT","GDP","TOT","USD_CAP","A","2015",35698.818469,
"MLT","GDP","TOT","USD_CAP","A","2016",37319.318437,
"PER","GDP","TOT","USD_CAP","A","2007",8094.796648,
"PER","GDP","TOT","USD_CAP","A","2008",8905.19766,
"PER","GDP","TOT","USD_CAP","A","2009",8969.960922,
"PER","GDP","TOT","USD_CAP","A","2010",9725.916416,
"PER","GDP","TOT","USD_CAP","A","2011",10435.871322,
"PER","GDP","TOT","USD_CAP","A","2012",11154.051917,
"PER","GDP","TOT","USD_CAP","A","2013",11863.962003,"P"
"PER","GDP","TOT","USD_CAP","A","2014",12224.688916,"P"
"ROU","GDP","TOT","USD_CAP","A","1995",5453.938135,
"ROU","GDP","TOT","USD_CAP","A","1996",5778.039921,
"ROU","GDP","TOT","USD_CAP","A","1997",5604.174664,
"ROU","GDP","TOT","USD_CAP","A","1998",5578.318478,
"ROU","GDP","TOT","USD_CAP","A","1999",5635.817061,
"ROU","GDP","TOT","USD_CAP","A","2000",5879.08233,
"ROU","GDP","TOT","USD_CAP","A","2001",6497.688763,
"ROU","GDP","TOT","USD_CAP","A","2002",7197.279867,
"ROU","GDP","TOT","USD_CAP","A","2003",7820.321307,
"ROU","GDP","TOT","USD_CAP","A","2004",9134.375679,
"ROU","GDP","TOT","USD_CAP","A","2005",9723.50798,
"ROU","GDP","TOT","USD_CAP","A","2006",11689.046506,
"ROU","GDP","TOT","USD_CAP","A","2007",13790.287465,
"ROU","GDP","TOT","USD_CAP","A","2008",16726.705063,
"ROU","GDP","TOT","USD_CAP","A","2009",16489.810484,
"ROU","GDP","TOT","USD_CAP","A","2010",17027.29326,
"ROU","GDP","TOT","USD_CAP","A","2011",17997.72321,
"ROU","GDP","TOT","USD_CAP","A","2012",18981.38306,"B"
"ROU","GDP","TOT","USD_CAP","A","2013",19854.510382,
"ROU","GDP","TOT","USD_CAP","A","2014",20601.772653,
"ROU","GDP","TOT","USD_CAP","A","2015",21561.384594,
"ROU","GDP","TOT","USD_CAP","A","2016",23045.119861,"P"
